Time, Trial Number, Study Part, Sample, Illusion Sample, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, No Touch
2.709658,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.720865,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.731937,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.74296,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.754048,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.765124,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.776254,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.78725,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.798425,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.809593,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.823069,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.844781,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.854011,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.865016,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.876297,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.88729,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.898516,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.909431,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.926164,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.931629,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.943072,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.953943,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.965158,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.986448,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.002626,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.009297,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.025637,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.031538,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.043071,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.059064,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.064927,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.076166,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.092194,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.098396,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.113469,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.120599,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.131898,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.147331,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.16807,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.184681,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.188095,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
